t;ncases;oid_;pop19;tx;lon;lat
17/11/2020;32;159;10651;300,44;-9,140149654;39,00292957
18/11/2020;28;159;10651;262,89;-9,140149654;39,00292957
19/11/2020;36;159;10651;338;-9,140149654;39,00292957
20/11/2020;35;159;10651;328,61;-9,140149654;39,00292957
21/11/2020;37;159;10651;347,39;-9,140149654;39,00292957
22/11/2020;35;159;10651;328,61;-9,140149654;39,00292957
23/11/2020;39;159;10651;366,16;-9,140149654;39,00292957
24/11/2020;41;159;10651;384,94;-9,140149654;39,00292957
25/11/2020;47;159;10651;441,27;-9,140149654;39,00292957
26/11/2020;47;159;10651;441,27;-9,140149654;39,00292957
27/11/2020;46;159;10651;431,88;-9,140149654;39,00292957
28/11/2020;42;159;10651;394,33;-9,140149654;39,00292957
29/11/2020;39;159;10651;366,16;-9,140149654;39,00292957
30/11/2020;39;159;10651;366,16;-9,140149654;39,00292957
01/12/2020;39;159;10651;366,16;-9,140149654;39,00292957
02/12/2020;43;159;10651;403,72;-9,140149654;39,00292957
03/12/2020;37;159;10651;347,39;-9,140149654;39,00292957
04/12/2020;37;159;10651;347,39;-9,140149654;39,00292957
05/12/2020;36;159;10651;338;-9,140149654;39,00292957
06/12/2020;39;159;10651;366,16;-9,140149654;39,00292957
07/12/2020;36;159;10651;338;-9,140149654;39,00292957
08/12/2020;34;159;10651;319,22;-9,140149654;39,00292957
09/12/2020;27;159;10651;253,5;-9,140149654;39,00292957
10/12/2020;26;159;10651;244,11;-9,140149654;39,00292957
11/12/2020;27;159;10651;253,5;-9,140149654;39,00292957
12/12/2020;27;159;10651;253,5;-9,140149654;39,00292957
13/12/2020;26;159;10651;244,11;-9,140149654;39,00292957
14/12/2020;29;159;10651;272,27;-9,140149654;39,00292957
15/12/2020;29;159;10651;272,27;-9,140149654;39,00292957
16/12/2020;26;159;10651;244,11;-9,140149654;39,00292957
17/12/2020;27;159;10651;253,5;-9,140149654;39,00292957
18/12/2020;27;159;10651;253,5;-9,140149654;39,00292957
19/12/2020;26;159;10651;244,11;-9,140149654;39,00292957
20/12/2020;24;159;10651;225,33;-9,140149654;39,00292957
21/12/2020;24;159;10651;225,33;-9,140149654;39,00292957
22/12/2020;28;159;10651;262,89;-9,140149654;39,00292957
23/12/2020;41;159;10651;384,94;-9,140149654;39,00292957
24/12/2020;44;159;10651;413,11;-9,140149654;39,00292957
25/12/2020;44;159;10651;413,11;-9,140149654;39,00292957
26/12/2020;44;159;10651;413,11;-9,140149654;39,00292957
27/12/2020;45;159;10651;422,5;-9,140149654;39,00292957
28/12/2020;43;159;10651;403,72;-9,140149654;39,00292957
29/12/2020;56;159;10651;525,77;-9,140149654;39,00292957
30/12/2020;63;159;10651;591,49;-9,140149654;39,00292957
31/12/2020;72;159;10651;675,99;-9,140149654;39,00292957
01/01/2021;71;159;10651;666,6;-9,140149654;39,00292957
02/01/2021;71;159;10651;666,6;-9,140149654;39,00292957
03/01/2021;75;159;10651;704,16;-9,140149654;39,00292957
04/01/2021;85;159;10651;798,05;-9,140149654;39,00292957
05/01/2021;98;159;10651;920,1;-9,140149654;39,00292957
06/01/2021;92;159;10651;863,77;-9,140149654;39,00292957
07/01/2021;94;159;10651;882,55;-9,140149654;39,00292957
08/01/2021;97;159;10651;910,71;-9,140149654;39,00292957
09/01/2021;103;159;10651;967,05;-9,140149654;39,00292957
10/01/2021;106;159;10651;995,21;-9,140149654;39,00292957
11/01/2021;104;159;10651;976,43;-9,140149654;39,00292957
12/01/2021;101;159;10651;948,27;-9,140149654;39,00292957
13/01/2021;100;159;10651;938,88;-9,140149654;39,00292957
14/01/2021;105;159;10651;985,82;-9,140149654;39,00292957
15/10/2020;71;160;78530;90,41;-9,25029413;39,09471184
16/10/2020;73;160;78530;92,96;-9,25029413;39,09471184
17/10/2020;73;160;78530;92,96;-9,25029413;39,09471184
18/10/2020;73;160;78530;92,96;-9,25029413;39,09471184
19/10/2020;75;160;78530;95,5;-9,25029413;39,09471184
20/10/2020;80;160;78530;101,87;-9,25029413;39,09471184
21/10/2020;81;160;78530;103,15;-9,25029413;39,09471184
22/10/2020;89;160;78530;113,33;-9,25029413;39,09471184
23/10/2020;97;160;78530;123,52;-9,25029413;39,09471184
24/10/2020;98;160;78530;124,79;-9,25029413;39,09471184
25/10/2020;99;160;78530;126,07;-9,25029413;39,09471184
26/10/2020;112;160;78530;142,62;-9,25029413;39,09471184
27/10/2020;112;160;78530;142,62;-9,25029413;39,09471184
28/10/2020;118;160;78530;150,26;-9,25029413;39,09471184
29/10/2020;143;160;78530;182,1;-9,25029413;39,09471184
30/10/2020;149;160;78530;189,74;-9,25029413;39,09471184
31/10/2020;158;160;78530;201,2;-9,25029413;39,09471184
01/11/2020;164;160;78530;208,84;-9,25029413;39,09471184
02/11/2020;171;160;78530;217,75;-9,25029413;39,09471184
03/11/2020;175;160;78530;222,84;-9,25029413;39,09471184
04/11/2020;175;160;78530;222,84;-9,25029413;39,09471184
05/11/2020;177;160;78530;225,39;-9,25029413;39,09471184
06/11/2020;174;160;78530;221,57;-9,25029413;39,09471184
07/11/2020;181;160;78530;230,49;-9,25029413;39,09471184
08/11/2020;180;160;78530;229,21;-9,25029413;39,09471184
09/11/2020;173;160;78530;220,3;-9,25029413;39,09471184
10/11/2020;178;160;78530;226,66;-9,25029413;39,09471184
11/11/2020;170;160;78530;216,48;-9,25029413;39,09471184
12/11/2020;160;160;78530;203,74;-9,25029413;39,09471184
13/11/2020;161;160;78530;205,02;-9,25029413;39,09471184
14/11/2020;162;160;78530;206,29;-9,25029413;39,09471184
15/11/2020;173;160;78530;220,3;-9,25029413;39,09471184
16/11/2020;192;160;78530;244,49;-9,25029413;39,09471184
17/11/2020;220;160;78530;280,15;-9,25029413;39,09471184
18/11/2020;236;160;78530;300,52;-9,25029413;39,09471184
19/11/2020;253;160;78530;322,17;-9,25029413;39,09471184
20/11/2020;273;160;78530;347,64;-9,25029413;39,09471184
21/11/2020;274;160;78530;348,91;-9,25029413;39,09471184
22/11/2020;289;160;78530;368,01;-9,25029413;39,09471184
23/11/2020;315;160;78530;401,12;-9,25029413;39,09471184
24/11/2020;330;160;78530;420,22;-9,25029413;39,09471184
25/11/2020;385;160;78530;490,26;-9,25029413;39,09471184
26/11/2020;402;160;78530;511,91;-9,25029413;39,09471184
27/11/2020;416;160;78530;529,73;-9,25029413;39,09471184
28/11/2020;414;160;78530;527,19;-9,25029413;39,09471184
29/11/2020;434;160;78530;552,66;-9,25029413;39,09471184
30/11/2020;429;160;78530;546,29;-9,25029413;39,09471184
01/12/2020;412;160;78530;524,64;-9,25029413;39,09471184
02/12/2020;405;160;78530;515,73;-9,25029413;39,09471184
03/12/2020;408;160;78530;519,55;-9,25029413;39,09471184
04/12/2020;414;160;78530;527,19;-9,25029413;39,09471184
05/12/2020;406;160;78530;517;-9,25029413;39,09471184
06/12/2020;411;160;78530;523,37;-9,25029413;39,09471184
07/12/2020;395;160;78530;502,99;-9,25029413;39,09471184
08/12/2020;388;160;78530;494,08;-9,25029413;39,09471184
09/12/2020;343;160;78530;436,78;-9,25029413;39,09471184
10/12/2020;359;160;78530;457,15;-9,25029413;39,09471184
11/12/2020;348;160;78530;443,14;-9,25029413;39,09471184
12/12/2020;359;160;78530;457,15;-9,25029413;39,09471184
13/12/2020;335;160;78530;426,59;-9,25029413;39,09471184
14/12/2020;325;160;78530;413,85;-9,25029413;39,09471184
15/12/2020;327;160;78530;416,4;-9,25029413;39,09471184
16/12/2020;321;160;78530;408,76;-9,25029413;39,09471184
17/12/2020;304;160;78530;387,11;-9,25029413;39,09471184
18/12/2020;289;160;78530;368,01;-9,25029413;39,09471184
19/12/2020;292;160;78530;371,83;-9,25029413;39,09471184
20/12/2020;280;160;78530;356,55;-9,25029413;39,09471184
21/12/2020;280;160;78530;356,55;-9,25029413;39,09471184
22/12/2020;291;160;78530;370,56;-9,25029413;39,09471184
23/12/2020;297;160;78530;378,2;-9,25029413;39,09471184
24/12/2020;292;160;78530;371,83;-9,25029413;39,09471184
25/12/2020;281;160;78530;357,83;-9,25029413;39,09471184
26/12/2020;263;160;78530;334,9;-9,25029413;39,09471184
27/12/2020;263;160;78530;334,9;-9,25029413;39,09471184
28/12/2020;266;160;78530;338,72;-9,25029413;39,09471184
29/12/2020;279;160;78530;355,28;-9,25029413;39,09471184
30/12/2020;314;160;78530;399,85;-9,25029413;39,09471184
31/12/2020;333;160;78530;424,04;-9,25029413;39,09471184
01/01/2021;326;160;78530;415,13;-9,25029413;39,09471184
02/01/2021;323;160;78530;411,31;-9,25029413;39,09471184
03/01/2021;338;160;78530;430,41;-9,25029413;39,09471184
04/01/2021;351;160;78530;446,96;-9,25029413;39,09471184
05/01/2021;428;160;78530;545,01;-9,25029413;39,09471184
06/01/2021;461;160;78530;587,04;-9,25029413;39,09471184
07/01/2021;500;160;78530;636,7;-9,25029413;39,09471184
08/01/2021;582;160;78530;741,12;-9,25029413;39,09471184
09/01/2021;707;160;78530;900,29;-9,25029413;39,09471184
10/01/2021;759;160;78530;966,51;-9,25029413;39,09471184
11/01/2021;789;160;78530;1004,71;-9,25029413;39,09471184
12/01/2021;829;160;78530;1055,65;-9,25029413;39,09471184
13/01/2021;918;160;78530;1168,98;-9,25029413;39,09471184
14/01/2021;1034;160;78530;1316,69;-9,25029413;39,09471184
15/10/2020;362;161;141957;255,01;-9,040249623;38,90570579
16/10/2020;383;161;141957;269,8;-9,040249623;38,90570579
17/10/2020;397;161;141957;279,66;-9,040249623;38,90570579
18/10/2020;403;161;141957;283,89;-9,040249623;38,90570579
19/10/2020;415;161;141957;292,34;-9,040249623;38,90570579
20/10/2020;435;161;141957;306,43;-9,040249623;38,90570579
21/10/2020;465;161;141957;327,56;-9,040249623;38,90570579
22/10/2020;462;161;141957;325,45;-9,040249623;38,90570579
23/10/2020;461;161;141957;324,75;-9,040249623;38,90570579
24/10/2020;492;161;141957;346,58;-9,040249623;38,90570579
25/10/2020;481;161;141957;338,83;-9,040249623;38,90570579
26/10/2020;500;161;141957;352,22;-9,040249623;38,90570579
27/10/2020;525;161;141957;369,83;-9,040249623;38,90570579
28/10/2020;553;161;141957;389,55;-9,040249623;38,90570579
29/10/2020;573;161;141957;403,64;-9,040249623;38,90570579
30/10/2020;610;161;141957;429,71;-9,040249623;38,90570579
31/10/2020;626;161;141957;440,98;-9,040249623;38,90570579
01/11/2020;618;161;141957;435,34;-9,040249623;38,90570579
02/11/2020;627;161;141957;441,68;-9,040249623;38,90570579
03/11/2020;699;161;141957;492,4;-9,040249623;38,90570579
04/11/2020;668;161;141957;470,57;-9,040249623;38,90570579
05/11/2020;671;161;141957;472,68;-9,040249623;38,90570579
06/11/2020;698;161;141957;491,7;-9,040249623;38,90570579
07/11/2020;691;161;141957;486,77;-9,040249623;38,90570579
08/11/2020;744;161;141957;524,1;-9,040249623;38,90570579
09/11/2020;775;161;141957;545,94;-9,040249623;38,90570579
10/11/2020;730;161;141957;514,24;-9,040249623;38,90570579
11/11/2020;744;161;141957;524,1;-9,040249623;38,90570579
12/11/2020;765;161;141957;538,9;-9,040249623;38,90570579
13/11/2020;729;161;141957;513,54;-9,040249623;38,90570579
14/11/2020;705;161;141957;496,63;-9,040249623;38,90570579
15/11/2020;786;161;141957;553,69;-9,040249623;38,90570579
16/11/2020;777;161;141957;547,35;-9,040249623;38,90570579
17/11/2020;753;161;141957;530,44;-9,040249623;38,90570579
18/11/2020;787;161;141957;554,39;-9,040249623;38,90570579
19/11/2020;839;161;141957;591,02;-9,040249623;38,90570579
20/11/2020;836;161;141957;588,91;-9,040249623;38,90570579
21/11/2020;841;161;141957;592,43;-9,040249623;38,90570579
22/11/2020;806;161;141957;567,78;-9,040249623;38,90570579
23/11/2020;769;161;141957;541,71;-9,040249623;38,90570579
24/11/2020;788;161;141957;555,1;-9,040249623;38,90570579
25/11/2020;798;161;141957;562,14;-9,040249623;38,90570579
26/11/2020;782;161;141957;550,87;-9,040249623;38,90570579
27/11/2020;784;161;141957;552,28;-9,040249623;38,90570579
28/11/2020;801;161;141957;564,26;-9,040249623;38,90570579
29/11/2020;722;161;141957;508,6;-9,040249623;38,90570579
30/11/2020;722;161;141957;508,6;-9,040249623;38,90570579
01/12/2020;657;161;141957;462,82;-9,040249623;38,90570579
02/12/2020;638;161;141957;449,43;-9,040249623;38,90570579
03/12/2020;610;161;141957;429,71;-9,040249623;38,90570579
04/12/2020;594;161;141957;418,44;-9,040249623;38,90570579
05/12/2020;572;161;141957;402,94;-9,040249623;38,90570579
06/12/2020;570;161;141957;401,53;-9,040249623;38,90570579
07/12/2020;561;161;141957;395,19;-9,040249623;38,90570579
08/12/2020;557;161;141957;392,37;-9,040249623;38,90570579
09/12/2020;491;161;141957;345,88;-9,040249623;38,90570579
10/12/2020;494;161;141957;347,99;-9,040249623;38,90570579
11/12/2020;478;161;141957;336,72;-9,040249623;38,90570579
12/12/2020;479;161;141957;337,43;-9,040249623;38,90570579
13/12/2020;486;161;141957;342,36;-9,040249623;38,90570579
14/12/2020;486;161;141957;342,36;-9,040249623;38,90570579
15/12/2020;512;161;141957;360,67;-9,040249623;38,90570579
16/12/2020;521;161;141957;367,01;-9,040249623;38,90570579
17/12/2020;503;161;141957;354,33;-9,040249623;38,90570579
18/12/2020;494;161;141957;347,99;-9,040249623;38,90570579
19/12/2020;491;161;141957;345,88;-9,040249623;38,90570579
20/12/2020;491;161;141957;345,88;-9,040249623;38,90570579
21/12/2020;489;161;141957;344,47;-9,040249623;38,90570579
22/12/2020;507;161;141957;357,15;-9,040249623;38,90570579
23/12/2020;515;161;141957;362,79;-9,040249623;38,90570579
24/12/2020;497;161;141957;350,11;-9,040249623;38,90570579
25/12/2020;484;161;141957;340,95;-9,040249623;38,90570579
26/12/2020;472;161;141957;332,5;-9,040249623;38,90570579
27/12/2020;488;161;141957;343,77;-9,040249623;38,90570579
28/12/2020;512;161;141957;360,67;-9,040249623;38,90570579
29/12/2020;546;161;141957;384,62;-9,040249623;38,90570579
30/12/2020;565;161;141957;398,01;-9,040249623;38,90570579
31/12/2020;588;161;141957;414,21;-9,040249623;38,90570579
01/01/2021;597;161;141957;420,55;-9,040249623;38,90570579
02/01/2021;619;161;141957;436,05;-9,040249623;38,90570579
03/01/2021;643;161;141957;452,95;-9,040249623;38,90570579
04/01/2021;684;161;141957;481,84;-9,040249623;38,90570579
05/01/2021;773;161;141957;544,53;-9,040249623;38,90570579
06/01/2021;891;161;141957;627,65;-9,040249623;38,90570579
07/01/2021;1020;161;141957;718,53;-9,040249623;38,90570579
08/01/2021;1112;161;141957;783,34;-9,040249623;38,90570579
09/01/2021;1216;161;141957;856,6;-9,040249623;38,90570579
10/01/2021;1226;161;141957;863,64;-9,040249623;38,90570579
11/01/2021;1330;161;141957;936,9;-9,040249623;38,90570579
12/01/2021;1457;161;141957;1026,37;-9,040249623;38,90570579
13/01/2021;1565;161;141957;1102,45;-9,040249623;38,90570579
14/01/2021;1632;161;141957;1149,64;-9,040249623;38,90570579
15/10/2020;377;162;184106;204,77;-9,219407564;38,75810951
16/10/2020;420;162;184106;228,13;-9,219407564;38,75810951
17/10/2020;413;162;184106;224,33;-9,219407564;38,75810951
18/10/2020;444;162;184106;241,17;-9,219407564;38,75810951
19/10/2020;457;162;184106;248,23;-9,219407564;38,75810951
20/10/2020;477;162;184106;259,09;-9,219407564;38,75810951
21/10/2020;501;162;184106;272,13;-9,219407564;38,75810951
22/10/2020;513;162;184106;278,64;-9,219407564;38,75810951
23/10/2020;536;162;184106;291,14;-9,219407564;38,75810951
24/10/2020;544;162;184106;295,48;-9,219407564;38,75810951
25/10/2020;546;162;184106;296,57;-9,219407564;38,75810951
26/10/2020;577;162;184106;313,41;-9,219407564;38,75810951
27/10/2020;563;162;184106;305,8;-9,219407564;38,75810951
28/10/2020;574;162;184106;311,78;-9,219407564;38,75810951
29/10/2020;589;162;184106;319,92;-9,219407564;38,75810951
30/10/2020;575;162;184106;312,32;-9,219407564;38,75810951
31/10/2020;603;162;184106;327,53;-9,219407564;38,75810951
01/11/2020;582;162;184106;316,12;-9,219407564;38,75810951
02/11/2020;580;162;184106;315,04;-9,219407564;38,75810951
03/11/2020;634;162;184106;344,37;-9,219407564;38,75810951
04/11/2020;623;162;184106;338,39;-9,219407564;38,75810951
05/11/2020;665;162;184106;361,2;-9,219407564;38,75810951
06/11/2020;693;162;184106;376,41;-9,219407564;38,75810951
07/11/2020;695;162;184106;377,5;-9,219407564;38,75810951
08/11/2020;738;162;184106;400,86;-9,219407564;38,75810951
09/11/2020;723;162;184106;392,71;-9,219407564;38,75810951
10/11/2020;756;162;184106;410,63;-9,219407564;38,75810951
11/11/2020;762;162;184106;413,89;-9,219407564;38,75810951
12/11/2020;801;162;184106;435,08;-9,219407564;38,75810951
13/11/2020;835;162;184106;453,54;-9,219407564;38,75810951
14/11/2020;839;162;184106;455,72;-9,219407564;38,75810951
15/11/2020;878;162;184106;476,9;-9,219407564;38,75810951
16/11/2020;898;162;184106;487,76;-9,219407564;38,75810951
17/11/2020;853;162;184106;463,32;-9,219407564;38,75810951
18/11/2020;904;162;184106;491,02;-9,219407564;38,75810951
19/11/2020;950;162;184106;516,01;-9,219407564;38,75810951
20/11/2020;946;162;184106;513,83;-9,219407564;38,75810951
21/11/2020;967;162;184106;525,24;-9,219407564;38,75810951
22/11/2020;964;162;184106;523,61;-9,219407564;38,75810951
23/11/2020;975;162;184106;529,59;-9,219407564;38,75810951
24/11/2020;991;162;184106;538,28;-9,219407564;38,75810951
25/11/2020;978;162;184106;531,22;-9,219407564;38,75810951
26/11/2020;952;162;184106;517,09;-9,219407564;38,75810951
27/11/2020;938;162;184106;509,49;-9,219407564;38,75810951
28/11/2020;945;162;184106;513,29;-9,219407564;38,75810951
29/11/2020;909;162;184106;493,74;-9,219407564;38,75810951
30/11/2020;904;162;184106;491,02;-9,219407564;38,75810951
01/12/2020;926;162;184106;502,97;-9,219407564;38,75810951
02/12/2020;869;162;184106;472,01;-9,219407564;38,75810951
03/12/2020;816;162;184106;443,22;-9,219407564;38,75810951
04/12/2020;826;162;184106;448,65;-9,219407564;38,75810951
05/12/2020;813;162;184106;441,59;-9,219407564;38,75810951
06/12/2020;789;162;184106;428,56;-9,219407564;38,75810951
07/12/2020;766;162;184106;416,06;-9,219407564;38,75810951
08/12/2020;733;162;184106;398,14;-9,219407564;38,75810951
09/12/2020;712;162;184106;386,73;-9,219407564;38,75810951
10/12/2020;714;162;184106;387,82;-9,219407564;38,75810951
11/12/2020;698;162;184106;379,13;-9,219407564;38,75810951
12/12/2020;698;162;184106;379,13;-9,219407564;38,75810951
13/12/2020;703;162;184106;381,85;-9,219407564;38,75810951
14/12/2020;716;162;184106;388,91;-9,219407564;38,75810951
15/12/2020;706;162;184106;383,47;-9,219407564;38,75810951
16/12/2020;726;162;184106;394,34;-9,219407564;38,75810951
17/12/2020;731;162;184106;397,05;-9,219407564;38,75810951
18/12/2020;707;162;184106;384,02;-9,219407564;38,75810951
19/12/2020;726;162;184106;394,34;-9,219407564;38,75810951
20/12/2020;732;162;184106;397,6;-9,219407564;38,75810951
21/12/2020;747;162;184106;405,74;-9,219407564;38,75810951
22/12/2020;772;162;184106;419,32;-9,219407564;38,75810951
23/12/2020;797;162;184106;432,9;-9,219407564;38,75810951
24/12/2020;791;162;184106;429,64;-9,219407564;38,75810951
25/12/2020;756;162;184106;410,63;-9,219407564;38,75810951
26/12/2020;721;162;184106;391,62;-9,219407564;38,75810951
27/12/2020;707;162;184106;384,02;-9,219407564;38,75810951
28/12/2020;698;162;184106;379,13;-9,219407564;38,75810951
29/12/2020;715;162;184106;388,36;-9,219407564;38,75810951
30/12/2020;791;162;184106;429,64;-9,219407564;38,75810951
31/12/2020;780;162;184106;423,67;-9,219407564;38,75810951
01/01/2021;812;162;184106;441,05;-9,219407564;38,75810951
02/01/2021;833;162;184106;452,46;-9,219407564;38,75810951
03/01/2021;864;162;184106;469,29;-9,219407564;38,75810951
04/01/2021;903;162;184106;490,48;-9,219407564;38,75810951
05/01/2021;975;162;184106;529,59;-9,219407564;38,75810951
06/01/2021;1058;162;184106;574,67;-9,219407564;38,75810951
07/01/2021;1157;162;184106;628,44;-9,219407564;38,75810951
08/01/2021;1271;162;184106;690,36;-9,219407564;38,75810951
09/01/2021;1337;162;184106;726,21;-9,219407564;38,75810951
10/01/2021;1440;162;184106;782,16;-9,219407564;38,75810951
11/01/2021;1622;162;184106;881,01;-9,219407564;38,75810951
12/01/2021;1735;162;184106;942,39;-9,219407564;38,75810951
13/01/2021;1823;162;184106;990,19;-9,219407564;38,75810951
14/01/2021;1986;162;184106;1078,73;-9,219407564;38,75810951
15/10/2020;345;163;161774;213,26;-9,182419434;38,79120989
16/10/2020;366;163;161774;226,24;-9,182419434;38,79120989
17/10/2020;348;163;161774;215,11;-9,182419434;38,79120989
18/10/2020;362;163;161774;223,77;-9,182419434;38,79120989
19/10/2020;379;163;161774;234,28;-9,182419434;38,79120989
20/10/2020;402;163;161774;248,49;-9,182419434;38,79120989
21/10/2020;422;163;161774;260,86;-9,182419434;38,79120989
22/10/2020;413;163;161774;255,29;-9,182419434;38,79120989
23/10/2020;445;163;161774;275,08;-9,182419434;38,79120989
24/10/2020;453;163;161774;280,02;-9,182419434;38,79120989
25/10/2020;458;163;161774;283,11;-9,182419434;38,79120989
26/10/2020;497;163;161774;307,22;-9,182419434;38,79120989
27/10/2020;507;163;161774;313,4;-9,182419434;38,79120989
28/10/2020;511;163;161774;315,87;-9,182419434;38,79120989
29/10/2020;563;163;161774;348,02;-9,182419434;38,79120989
30/10/2020;584;163;161774;361;-9,182419434;38,79120989
31/10/2020;627;163;161774;387,58;-9,182419434;38,79120989
01/11/2020;631;163;161774;390,05;-9,182419434;38,79120989
02/11/2020;640;163;161774;395,61;-9,182419434;38,79120989
03/11/2020;684;163;161774;422,81;-9,182419434;38,79120989
04/11/2020;714;163;161774;441,36;-9,182419434;38,79120989
05/11/2020;765;163;161774;472,88;-9,182419434;38,79120989
06/11/2020;803;163;161774;496,37;-9,182419434;38,79120989
07/11/2020;844;163;161774;521,72;-9,182419434;38,79120989
08/11/2020;871;163;161774;538,41;-9,182419434;38,79120989
09/11/2020;842;163;161774;520,48;-9,182419434;38,79120989
10/11/2020;848;163;161774;524,19;-9,182419434;38,79120989
11/11/2020;872;163;161774;539,02;-9,182419434;38,79120989
12/11/2020;898;163;161774;555,1;-9,182419434;38,79120989
13/11/2020;924;163;161774;571,17;-9,182419434;38,79120989
14/11/2020;935;163;161774;577,97;-9,182419434;38,79120989
15/11/2020;983;163;161774;607,64;-9,182419434;38,79120989
16/11/2020;977;163;161774;603,93;-9,182419434;38,79120989
17/11/2020;952;163;161774;588,48;-9,182419434;38,79120989
18/11/2020;928;163;161774;573,64;-9,182419434;38,79120989
19/11/2020;909;163;161774;561,89;-9,182419434;38,79120989
20/11/2020;888;163;161774;548,91;-9,182419434;38,79120989
21/11/2020;895;163;161774;553,24;-9,182419434;38,79120989
22/11/2020;886;163;161774;547,68;-9,182419434;38,79120989
23/11/2020;895;163;161774;553,24;-9,182419434;38,79120989
24/11/2020;865;163;161774;534,7;-9,182419434;38,79120989
25/11/2020;851;163;161774;526,04;-9,182419434;38,79120989
26/11/2020;825;163;161774;509,97;-9,182419434;38,79120989
27/11/2020;803;163;161774;496,37;-9,182419434;38,79120989
28/11/2020;783;163;161774;484,01;-9,182419434;38,79120989
29/11/2020;731;163;161774;451,86;-9,182419434;38,79120989
30/11/2020;733;163;161774;453,1;-9,182419434;38,79120989
01/12/2020;708;163;161774;437,65;-9,182419434;38,79120989
02/12/2020;726;163;161774;448,77;-9,182419434;38,79120989
03/12/2020;713;163;161774;440,74;-9,182419434;38,79120989
04/12/2020;739;163;161774;456,81;-9,182419434;38,79120989
05/12/2020;692;163;161774;427,76;-9,182419434;38,79120989
06/12/2020;688;163;161774;425,28;-9,182419434;38,79120989
07/12/2020;707;163;161774;437,03;-9,182419434;38,79120989
08/12/2020;731;163;161774;451,86;-9,182419434;38,79120989
09/12/2020;699;163;161774;432,08;-9,182419434;38,79120989
10/12/2020;684;163;161774;422,81;-9,182419434;38,79120989
11/12/2020;689;163;161774;425,9;-9,182419434;38,79120989
12/12/2020;700;163;161774;432,7;-9,182419434;38,79120989
13/12/2020;690;163;161774;426,52;-9,182419434;38,79120989
14/12/2020;689;163;161774;425,9;-9,182419434;38,79120989
15/12/2020;693;163;161774;428,38;-9,182419434;38,79120989
16/12/2020;664;163;161774;410,45;-9,182419434;38,79120989
17/12/2020;643;163;161774;397,47;-9,182419434;38,79120989
18/12/2020;612;163;161774;378,31;-9,182419434;38,79120989
19/12/2020;624;163;161774;385,72;-9,182419434;38,79120989
20/12/2020;626;163;161774;386,96;-9,182419434;38,79120989
21/12/2020;602;163;161774;372,12;-9,182419434;38,79120989
22/12/2020;598;163;161774;369,65;-9,182419434;38,79120989
23/12/2020;613;163;161774;378,92;-9,182419434;38,79120989
24/12/2020;615;163;161774;380,16;-9,182419434;38,79120989
25/12/2020;556;163;161774;343,69;-9,182419434;38,79120989
26/12/2020;541;163;161774;334,42;-9,182419434;38,79120989
27/12/2020;543;163;161774;335,65;-9,182419434;38,79120989
28/12/2020;577;163;161774;356,67;-9,182419434;38,79120989
29/12/2020;625;163;161774;386,34;-9,182419434;38,79120989
30/12/2020;716;163;161774;442,59;-9,182419434;38,79120989
31/12/2020;733;163;161774;453,1;-9,182419434;38,79120989
01/01/2021;766;163;161774;473,5;-9,182419434;38,79120989
02/01/2021;765;163;161774;472,88;-9,182419434;38,79120989
03/01/2021;794;163;161774;490,81;-9,182419434;38,79120989
04/01/2021;867;163;161774;535,93;-9,182419434;38,79120989
05/01/2021;949;163;161774;586,62;-9,182419434;38,79120989
06/01/2021;1103;163;161774;681,82;-9,182419434;38,79120989
07/01/2021;1218;163;161774;752,9;-9,182419434;38,79120989
08/01/2021;1340;163;161774;828,32;-9,182419434;38,79120989
09/01/2021;1421;163;161774;878,39;-9,182419434;38,79120989
10/01/2021;1486;163;161774;918,57;-9,182419434;38,79120989
11/01/2021;1549;163;161774;957,51;-9,182419434;38,79120989
12/01/2021;1675;163;161774;1035,4;-9,182419434;38,79120989
13/01/2021;1701;163;161774;1051,47;-9,182419434;38,79120989
14/01/2021;1844;163;161774;1139,86;-9,182419434;38,79120989
15/10/2020;2;164;3165;63,19;-7,645451889;39,19601893
16/10/2020;3;164;3165;94,79;-7,645451889;39,19601893
17/10/2020;3;164;3165;94,79;-7,645451889;39,19601893
18/10/2020;3;164;3165;94,79;-7,645451889;39,19601893
19/10/2020;5;164;3165;157,98;-7,645451889;39,19601893
20/10/2020;5;164;3165;157,98;-7,645451889;39,19601893
21/10/2020;5;164;3165;157,98;-7,645451889;39,19601893
22/10/2020;5;164;3165;157,98;-7,645451889;39,19601893
23/10/2020;4;164;3165;126,38;-7,645451889;39,19601893
24/10/2020;4;164;3165;126,38;-7,645451889;39,19601893
25/10/2020;4;164;3165;126,38;-7,645451889;39,19601893
26/10/2020;4;164;3165;126,38;-7,645451889;39,19601893
27/10/2020;3;164;3165;94,79;-7,645451889;39,19601893
28/10/2020;3;164;3165;94,79;-7,645451889;39,19601893
29/10/2020;3;164;3165;94,79;-7,645451889;39,19601893
30/10/2020;2;164;3165;63,19;-7,645451889;39,19601893
31/10/2020;2;164;3165;63,19;-7,645451889;39,19601893
01/11/2020;4;164;3165;126,38;-7,645451889;39,19601893
02/11/2020;3;164;3165;94,79;-7,645451889;39,19601893
03/11/2020;3;164;3165;94,79;-7,645451889;39,19601893
04/11/2020;3;164;3165;94,79;-7,645451889;39,19601893
05/11/2020;3;164;3165;94,79;-7,645451889;39,19601893
