t;ncases;oid_;pop19;tx;lon;lat
03/10/2020;41;232;15877;258,24;-8,85543897;41,84721686
04/10/2020;45;232;15877;283,43;-8,85543897;41,84721686
05/10/2020;46;232;15877;289,73;-8,85543897;41,84721686
06/10/2020;49;232;15877;308,62;-8,85543897;41,84721686
07/10/2020;48;232;15877;302,32;-8,85543897;41,84721686
08/10/2020;52;232;15877;327,52;-8,85543897;41,84721686
09/10/2020;58;232;15877;365,31;-8,85543897;41,84721686
10/10/2020;58;232;15877;365,31;-8,85543897;41,84721686
11/10/2020;57;232;15877;359,01;-8,85543897;41,84721686
12/10/2020;61;232;15877;384,2;-8,85543897;41,84721686
13/10/2020;65;232;15877;409,4;-8,85543897;41,84721686
14/10/2020;64;232;15877;403,1;-8,85543897;41,84721686
14/09/2020;2;233;8093;24,71;-8,23620505;42,1071076
15/09/2020;2;233;8093;24,71;-8,23620505;42,1071076
16/09/2020;2;233;8093;24,71;-8,23620505;42,1071076
17/09/2020;2;233;8093;24,71;-8,23620505;42,1071076
18/09/2020;2;233;8093;24,71;-8,23620505;42,1071076
19/09/2020;2;233;8093;24,71;-8,23620505;42,1071076
20/09/2020;2;233;8093;24,71;-8,23620505;42,1071076
21/09/2020;1;233;8093;12,36;-8,23620505;42,1071076
22/09/2020;1;233;8093;12,36;-8,23620505;42,1071076
23/09/2020;1;233;8093;12,36;-8,23620505;42,1071076
24/09/2020;1;233;8093;12,36;-8,23620505;42,1071076
25/09/2020;0;233;8093;0;-8,23620505;42,1071076
26/09/2020;0;233;8093;0;-8,23620505;42,1071076
27/09/2020;0;233;8093;0;-8,23620505;42,1071076
28/09/2020;0;233;8093;0;-8,23620505;42,1071076
29/09/2020;0;233;8093;0;-8,23620505;42,1071076
30/09/2020;0;233;8093;0;-8,23620505;42,1071076
01/10/2020;0;233;8093;0;-8,23620505;42,1071076
02/10/2020;1;233;8093;12,36;-8,23620505;42,1071076
03/10/2020;1;233;8093;12,36;-8,23620505;42,1071076
04/10/2020;1;233;8093;12,36;-8,23620505;42,1071076
05/10/2020;1;233;8093;12,36;-8,23620505;42,1071076
06/10/2020;2;233;8093;24,71;-8,23620505;42,1071076
07/10/2020;2;233;8093;24,71;-8,23620505;42,1071076
08/10/2020;2;233;8093;24,71;-8,23620505;42,1071076
09/10/2020;3;233;8093;37,07;-8,23620505;42,1071076
10/10/2020;3;233;8093;37,07;-8,23620505;42,1071076
11/10/2020;3;233;8093;37,07;-8,23620505;42,1071076
12/10/2020;3;233;8093;37,07;-8,23620505;42,1071076
13/10/2020;4;233;8093;49,43;-8,23620505;42,1071076
14/10/2020;7;233;8093;86,49;-8,23620505;42,1071076
14/09/2020;14;234;17869;78,35;-8,434780784;42,04533246
15/09/2020;14;234;17869;78,35;-8,434780784;42,04533246
16/09/2020;14;234;17869;78,35;-8,434780784;42,04533246
17/09/2020;15;234;17869;83,94;-8,434780784;42,04533246
18/09/2020;12;234;17869;67,16;-8,434780784;42,04533246
19/09/2020;12;234;17869;67,16;-8,434780784;42,04533246
20/09/2020;13;234;17869;72,75;-8,434780784;42,04533246
21/09/2020;12;234;17869;67,16;-8,434780784;42,04533246
22/09/2020;10;234;17869;55,96;-8,434780784;42,04533246
23/09/2020;11;234;17869;61,56;-8,434780784;42,04533246
24/09/2020;7;234;17869;39,17;-8,434780784;42,04533246
25/09/2020;6;234;17869;33,58;-8,434780784;42,04533246
26/09/2020;5;234;17869;27,98;-8,434780784;42,04533246
27/09/2020;6;234;17869;33,58;-8,434780784;42,04533246
28/09/2020;5;234;17869;27,98;-8,434780784;42,04533246
29/09/2020;5;234;17869;27,98;-8,434780784;42,04533246
30/09/2020;6;234;17869;33,58;-8,434780784;42,04533246
01/10/2020;5;234;17869;27,98;-8,434780784;42,04533246
02/10/2020;6;234;17869;33,58;-8,434780784;42,04533246
03/10/2020;5;234;17869;27,98;-8,434780784;42,04533246
04/10/2020;4;234;17869;22,39;-8,434780784;42,04533246
05/10/2020;4;234;17869;22,39;-8,434780784;42,04533246
06/10/2020;4;234;17869;22,39;-8,434780784;42,04533246
07/10/2020;3;234;17869;16,79;-8,434780784;42,04533246
08/10/2020;3;234;17869;16,79;-8,434780784;42,04533246
09/10/2020;3;234;17869;16,79;-8,434780784;42,04533246
10/10/2020;3;234;17869;16,79;-8,434780784;42,04533246
11/10/2020;4;234;17869;22,39;-8,434780784;42,04533246
12/10/2020;4;234;17869;22,39;-8,434780784;42,04533246
13/10/2020;7;234;17869;39,17;-8,434780784;42,04533246
14/10/2020;6;234;17869;33,58;-8,434780784;42,04533246
14/09/2020;1;235;8535;11,72;-8,561570046;41,90582097
15/09/2020;1;235;8535;11,72;-8,561570046;41,90582097
16/09/2020;1;235;8535;11,72;-8,561570046;41,90582097
17/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
18/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
19/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
20/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
21/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
22/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
23/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
24/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
25/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
26/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
27/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
28/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
29/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
30/09/2020;2;235;8535;23,43;-8,561570046;41,90582097
01/10/2020;1;235;8535;11,72;-8,561570046;41,90582097
02/10/2020;1;235;8535;11,72;-8,561570046;41,90582097
03/10/2020;1;235;8535;11,72;-8,561570046;41,90582097
04/10/2020;0;235;8535;0;-8,561570046;41,90582097
05/10/2020;0;235;8535;0;-8,561570046;41,90582097
06/10/2020;1;235;8535;11,72;-8,561570046;41,90582097
07/10/2020;1;235;8535;11,72;-8,561570046;41,90582097
08/10/2020;1;235;8535;11,72;-8,561570046;41,90582097
09/10/2020;2;235;8535;23,43;-8,561570046;41,90582097
10/10/2020;2;235;8535;23,43;-8,561570046;41,90582097
11/10/2020;2;235;8535;23,43;-8,561570046;41,90582097
12/10/2020;2;235;8535;23,43;-8,561570046;41,90582097
13/10/2020;2;235;8535;23,43;-8,561570046;41,90582097
14/10/2020;4;235;8535;46,87;-8,561570046;41,90582097
14/09/2020;20;236;11180;178,89;-8,38199751;41,80386906
15/09/2020;20;236;11180;178,89;-8,38199751;41,80386906
16/09/2020;18;236;11180;161;-8,38199751;41,80386906
17/09/2020;20;236;11180;178,89;-8,38199751;41,80386906
18/09/2020;20;236;11180;178,89;-8,38199751;41,80386906
19/09/2020;19;236;11180;169,95;-8,38199751;41,80386906
20/09/2020;19;236;11180;169,95;-8,38199751;41,80386906
21/09/2020;16;236;11180;143,11;-8,38199751;41,80386906
22/09/2020;10;236;11180;89,45;-8,38199751;41,80386906
23/09/2020;10;236;11180;89,45;-8,38199751;41,80386906
24/09/2020;10;236;11180;89,45;-8,38199751;41,80386906
25/09/2020;7;236;11180;62,61;-8,38199751;41,80386906
26/09/2020;8;236;11180;71,56;-8,38199751;41,80386906
27/09/2020;7;236;11180;62,61;-8,38199751;41,80386906
28/09/2020;7;236;11180;62,61;-8,38199751;41,80386906
29/09/2020;7;236;11180;62,61;-8,38199751;41,80386906
30/09/2020;7;236;11180;62,61;-8,38199751;41,80386906
01/10/2020;5;236;11180;44,72;-8,38199751;41,80386906
02/10/2020;4;236;11180;35,78;-8,38199751;41,80386906
03/10/2020;4;236;11180;35,78;-8,38199751;41,80386906
04/10/2020;4;236;11180;35,78;-8,38199751;41,80386906
05/10/2020;3;236;11180;26,83;-8,38199751;41,80386906
06/10/2020;3;236;11180;26,83;-8,38199751;41,80386906
07/10/2020;2;236;11180;17,89;-8,38199751;41,80386906
08/10/2020;2;236;11180;17,89;-8,38199751;41,80386906
09/10/2020;2;236;11180;17,89;-8,38199751;41,80386906
10/10/2020;0;236;11180;0;-8,38199751;41,80386906
11/10/2020;0;236;11180;0;-8,38199751;41,80386906
12/10/2020;0;236;11180;0;-8,38199751;41,80386906
13/10/2020;0;236;11180;0;-8,38199751;41,80386906
14/10/2020;0;236;11180;0;-8,38199751;41,80386906
14/09/2020;13;237;41315;31,47;-8,584327734;41,75038788
15/09/2020;13;237;41315;31,47;-8,584327734;41,75038788
16/09/2020;17;237;41315;41,15;-8,584327734;41,75038788
17/09/2020;18;237;41315;43,57;-8,584327734;41,75038788
18/09/2020;26;237;41315;62,93;-8,584327734;41,75038788
19/09/2020;25;237;41315;60,51;-8,584327734;41,75038788
20/09/2020;26;237;41315;62,93;-8,584327734;41,75038788
21/09/2020;25;237;41315;60,51;-8,584327734;41,75038788
22/09/2020;22;237;41315;53,25;-8,584327734;41,75038788
23/09/2020;22;237;41315;53,25;-8,584327734;41,75038788
24/09/2020;21;237;41315;50,83;-8,584327734;41,75038788
25/09/2020;19;237;41315;45,99;-8,584327734;41,75038788
26/09/2020;18;237;41315;43,57;-8,584327734;41,75038788
27/09/2020;19;237;41315;45,99;-8,584327734;41,75038788
28/09/2020;20;237;41315;48,41;-8,584327734;41,75038788
29/09/2020;23;237;41315;55,67;-8,584327734;41,75038788
30/09/2020;20;237;41315;48,41;-8,584327734;41,75038788
01/10/2020;21;237;41315;50,83;-8,584327734;41,75038788
02/10/2020;17;237;41315;41,15;-8,584327734;41,75038788
03/10/2020;17;237;41315;41,15;-8,584327734;41,75038788
04/10/2020;16;237;41315;38,73;-8,584327734;41,75038788
05/10/2020;16;237;41315;38,73;-8,584327734;41,75038788
06/10/2020;19;237;41315;45,99;-8,584327734;41,75038788
07/10/2020;17;237;41315;41,15;-8,584327734;41,75038788
08/10/2020;18;237;41315;43,57;-8,584327734;41,75038788
09/10/2020;20;237;41315;48,41;-8,584327734;41,75038788
10/10/2020;21;237;41315;50,83;-8,584327734;41,75038788
11/10/2020;20;237;41315;48,41;-8,584327734;41,75038788
12/10/2020;20;237;41315;48,41;-8,584327734;41,75038788
13/10/2020;20;237;41315;48,41;-8,584327734;41,75038788
14/10/2020;21;237;41315;50,83;-8,584327734;41,75038788
14/09/2020;32;238;13290;240,78;-8,644383548;42,01818622
15/09/2020;34;238;13290;255,83;-8,644383548;42,01818622
16/09/2020;35;238;13290;263,36;-8,644383548;42,01818622
17/09/2020;39;238;13290;293,45;-8,644383548;42,01818622
18/09/2020;40;238;13290;300,98;-8,644383548;42,01818622
19/09/2020;41;238;13290;308,5;-8,644383548;42,01818622
20/09/2020;52;238;13290;391,27;-8,644383548;42,01818622
21/09/2020;46;238;13290;346,12;-8,644383548;42,01818622
22/09/2020;52;238;13290;391,27;-8,644383548;42,01818622
23/09/2020;58;238;13290;436,42;-8,644383548;42,01818622
24/09/2020;57;238;13290;428,89;-8,644383548;42,01818622
25/09/2020;49;238;13290;368,7;-8,644383548;42,01818622
26/09/2020;44;238;13290;331,08;-8,644383548;42,01818622
27/09/2020;43;238;13290;323,55;-8,644383548;42,01818622
28/09/2020;43;238;13290;323,55;-8,644383548;42,01818622
29/09/2020;43;238;13290;323,55;-8,644383548;42,01818622
30/09/2020;59;238;13290;443,94;-8,644383548;42,01818622
01/10/2020;58;238;13290;436,42;-8,644383548;42,01818622
02/10/2020;58;238;13290;436,42;-8,644383548;42,01818622
03/10/2020;56;238;13290;421,37;-8,644383548;42,01818622
04/10/2020;45;238;13290;338,6;-8,644383548;42,01818622
05/10/2020;46;238;13290;346,12;-8,644383548;42,01818622
06/10/2020;42;238;13290;316,03;-8,644383548;42,01818622
07/10/2020;37;238;13290;278,4;-8,644383548;42,01818622
08/10/2020;35;238;13290;263,36;-8,644383548;42,01818622
09/10/2020;38;238;13290;285,93;-8,644383548;42,01818622
10/10/2020;36;238;13290;270,88;-8,644383548;42,01818622
11/10/2020;36;238;13290;270,88;-8,644383548;42,01818622
12/10/2020;36;238;13290;270,88;-8,644383548;42,01818622
13/10/2020;34;238;13290;255,83;-8,644383548;42,01818622
14/10/2020;17;238;13290;127,92;-8,644383548;42,01818622
14/09/2020;47;239;84417;55,68;-8,816521807;41,70388122
15/09/2020;41;239;84417;48,57;-8,816521807;41,70388122
16/09/2020;44;239;84417;52,12;-8,816521807;41,70388122
17/09/2020;38;239;84417;45,01;-8,816521807;41,70388122
18/09/2020;37;239;84417;43,83;-8,816521807;41,70388122
19/09/2020;35;239;84417;41,46;-8,816521807;41,70388122
20/09/2020;40;239;84417;47,38;-8,816521807;41,70388122
21/09/2020;39;239;84417;46,2;-8,816521807;41,70388122
22/09/2020;37;239;84417;43,83;-8,816521807;41,70388122
23/09/2020;38;239;84417;45,01;-8,816521807;41,70388122
24/09/2020;33;239;84417;39,09;-8,816521807;41,70388122
25/09/2020;25;239;84417;29,61;-8,816521807;41,70388122
26/09/2020;25;239;84417;29,61;-8,816521807;41,70388122
27/09/2020;22;239;84417;26,06;-8,816521807;41,70388122
28/09/2020;24;239;84417;28,43;-8,816521807;41,70388122
29/09/2020;27;239;84417;31,98;-8,816521807;41,70388122
30/09/2020;23;239;84417;27,25;-8,816521807;41,70388122
01/10/2020;27;239;84417;31,98;-8,816521807;41,70388122
02/10/2020;29;239;84417;34,35;-8,816521807;41,70388122
03/10/2020;35;239;84417;41,46;-8,816521807;41,70388122
04/10/2020;30;239;84417;35,54;-8,816521807;41,70388122
05/10/2020;32;239;84417;37,91;-8,816521807;41,70388122
06/10/2020;37;239;84417;43,83;-8,816521807;41,70388122
07/10/2020;36;239;84417;42,65;-8,816521807;41,70388122
08/10/2020;47;239;84417;55,68;-8,816521807;41,70388122
09/10/2020;56;239;84417;66,34;-8,816521807;41,70388122
10/10/2020;61;239;84417;72,26;-8,816521807;41,70388122
11/10/2020;72;239;84417;85,29;-8,816521807;41,70388122
12/10/2020;72;239;84417;85,29;-8,816521807;41,70388122
13/10/2020;74;239;84417;87,66;-8,816521807;41,70388122
14/10/2020;87;239;84417;103,06;-8,816521807;41,70388122
14/09/2020;9;240;8910;101,01;-8,73466982;41,94482904
15/09/2020;9;240;8910;101,01;-8,73466982;41,94482904
16/09/2020;8;240;8910;89,79;-8,73466982;41,94482904
17/09/2020;8;240;8910;89,79;-8,73466982;41,94482904
18/09/2020;8;240;8910;89,79;-8,73466982;41,94482904
19/09/2020;7;240;8910;78,56;-8,73466982;41,94482904
20/09/2020;7;240;8910;78,56;-8,73466982;41,94482904
21/09/2020;7;240;8910;78,56;-8,73466982;41,94482904
22/09/2020;7;240;8910;78,56;-8,73466982;41,94482904
23/09/2020;10;240;8910;112,23;-8,73466982;41,94482904
24/09/2020;11;240;8910;123,46;-8,73466982;41,94482904
25/09/2020;10;240;8910;112,23;-8,73466982;41,94482904
26/09/2020;7;240;8910;78,56;-8,73466982;41,94482904
27/09/2020;7;240;8910;78,56;-8,73466982;41,94482904
28/09/2020;7;240;8910;78,56;-8,73466982;41,94482904
29/09/2020;9;240;8910;101,01;-8,73466982;41,94482904
30/09/2020;13;240;8910;145,9;-8,73466982;41,94482904
01/10/2020;17;240;8910;190,8;-8,73466982;41,94482904
